offset,topic,payload
4.3298051s,BMS/v1/PUB/Value/PowerMeter/Frequency/nvidia/titan/pod1C/C-E-BUS-E2/info/frequency/value,"{""value"":59.997,""timestamp"":{{timestamp_ms}},""quality"":1}"
4.3310079s,BMS/v1/PUB/Value/Sensor/AirDifferentialPressure/nvidia/titan/pod1C/rowE/environment/dp/dp02/feedback/value,"{""value"":0.054758728,""timestamp"":{{timestamp_ms}},""quality"":1}"
4.35165s,BMS/v1/PUB/Value/PowerMeter/ActivePower/nvidia/titan/pod1C/C-E-BUS-E1/info/activePower/value,"{""value"":102.974,""timestamp"":{{timestamp_ms}},""quality"":1}"
4.3524372s,BMS/v1/PUB/Value/Sensor/AirDifferentialPressure/nvidia/titan/pod1C/rowE/environment/dp/dp01/feedback/value,"{""value"":0.027620256,""timestamp"":{{timestamp_ms}},""quality"":1}"
4.3532452s,BMS/v1/PUB/Value/PowerMeter/ApparentPower/nvidia/titan/pod1C/C-E-BUS-E1/info/apparentPower/value,"{""value"":104.645,""timestamp"":{{timestamp_ms}},""quality"":1}"
4.3534881s,BMS/v1/PUB/Value/PowerMeter/Frequency/nvidia/titan/pod1C/rowE/rack05/C-E05-TAP-E2/frequency/value,"{""value"":59.997,""timestamp"":{{timestamp_ms}},""quality"":1}"
4.3557513s,BMS/v1/PUB/Value/PowerMeter/ActivePower/nvidia/titan/pod1C/rowE/rack05/C-E05-TAP-E1/power/activePower/value,"{""value"":28.724,""timestamp"":{{timestamp_ms}},""quality"":1}"
4.3560371s,BMS/v1/PUB/Value/PowerMeter/Current/nvidia/titan/pod1C/rowE/rack05/C-E05-TAP-E1/current/current/value,"{""value"":42.95801,""timestamp"":{{timestamp_ms}},""quality"":1}"
4.3579171s,BMS/v1/PUB/Value/PowerMeter/Current/nvidia/titan/pod1C/rowE/rack05/C-E05-TAP-E2/current/maxCurrent/value,"{""value"":33.527,""timestamp"":{{timestamp_ms}},""quality"":1}"
4.3584681s,BMS/v1/PUB/Value/PowerMeter/ActivePower/nvidia/titan/pod1C/rowE/rack05/C-E05-TAP-E2/power/activePower/value,"{""value"":19.099,""timestamp"":{{timestamp_ms}},""quality"":1}"
4.3588411s,BMS/v1/PUB/Value/Rack/RackLiquidDifferentialPressure/nvidia/titan/pod1C/rowE/rack05/energyValve/dp/feedback/value,"{""value"":80.09,""timestamp"":{{timestamp_ms}},""quality"":1}"
4.3596489s,BMS/v1/PUB/Value/PowerMeter/Current/nvidia/titan/pod1C/rowE/rack05/C-E05-TAP-E1/current/maxCurrent/value,"{""value"":42.993,""timestamp"":{{timestamp_ms}},""quality"":1}"
4.3598331s,BMS/v1/PUB/Value/PowerMeter/PhaseCurrent/nvidia/titan/pod1C/rowE/rack05/C-E05-TAP-E2/current/phase2/value,"{""value"":33.527,""timestamp"":{{timestamp_ms}},""quality"":1}"
4.3612321s,BMS/v1/PUB/Value/Rack/RackLiquidDifferentialPressure/nvidia/titan/pod1C/rowE/rack04/energyValve/dp/feedback/value,"{""value"":78.95,""timestamp"":{{timestamp_ms}},""quality"":1}"
5.2170731s,BMS/v1/PUB/Value/Sensor/AirTemperature/nvidia/titan/pod1C/rowE/environment/coldAisle/temperature/temp02/feedback/value,"{""value"":24.66504,""timestamp"":{{timestamp_ms}},""quality"":1}"
5.2188341s,BMS/v1/PUB/Value/Rack/RackLiquidDifferentialPressure/nvidia/titan/pod1C/rowE/rack03/energyValve/dp/feedback/value,"{""value"":78.87,""timestamp"":{{timestamp_ms}},""quality"":1}"
5.2207811s,BMS/v1/PUB/Value/Sensor/AirRelativeHumidity/nvidia/titan/pod1C/rowE/environment/hotAisle/relativeHumidity/rH01/feedback/value,"{""value"":28.64151,""timestamp"":{{timestamp_ms}},""quality"":1}"
5.2226081s,BMS/v1/PUB/Value/Rack/RackLiquidFlow/nvidia/titan/pod1C/rowE/rack05/energyValve/flow/feedback/value,"{""value"":50.909,""timestamp"":{{timestamp_ms}},""quality"":1}"
5.2229559s,BMS/v1/PUB/Value/Rack/RackLiquidFlow/nvidia/titan/pod1C/rowE/rack06/energyValve/flow/feedback/value,"{""value"":51.263,""timestamp"":{{timestamp_ms}},""quality"":1}"
5.2236461s,BMS/v1/PUB/Value/Rack/RackLiquidFlow/nvidia/titan/pod1C/rowE/rack02/energyValve/flow/feedback/value,"{""value"":50.748,""timestamp"":{{timestamp_ms}},""quality"":1}"
5.2256429s,BMS/v1/PUB/Value/Rack/RackLiquidFlow/nvidia/titan/pod1C/rowE/rack03/energyValve/flow/feedback/value,"{""value"":50.017,""timestamp"":{{timestamp_ms}},""quality"":1}"
5.2258479s,BMS/v1/PUB/Value/Rack/RackLiquidFlow/nvidia/titan/pod1C/rowE/rack04/energyValve/flow/feedback/value,"{""value"":49.887,""timestamp"":{{timestamp_ms}},""quality"":1}"
5.2265221s,BMS/v1/PUB/Value/CDU/LiquidPressure/nvidia/titan/pod1C/C-F00-CDU-05/secondary/return/pressure/feedback/value,"{""value"":234.42184,""timestamp"":{{timestamp_ms}},""quality"":1}"
5.2272941s,BMS/v1/PUB/Value/Rack/RackLiquidDifferentialPressure/nvidia/titan/pod1C/rowE/rack06/energyValve/dp/feedback/value,"{""value"":81.29,""timestamp"":{{timestamp_ms}},""quality"":1}"
5.2276191s,BMS/v1/PUB/Value/Sensor/AirRelativeHumidity/nvidia/titan/pod1C/rowE/environment/coldAisle/relativeHumidity/rH02/feedback/value,"{""value"":35.969498,""timestamp"":{{timestamp_ms}},""quality"":1}"
5.2279741s,BMS/v1/PUB/Value/CDU/LiquidDifferentialPressure/nvidia/titan/pod1C/C-F00-CDU-05/secondary/dp/feedback/value,"{""value"":91.01083,""timestamp"":{{timestamp_ms}},""quality"":1}"
5.2302031s,BMS/v1/PUB/Value/PowerMeter/PhaseCurrent/nvidia/titan/pod1C/rowE/rack05/C-E05-TAP-E1/current/phase1/value,"{""value"":43.005,""timestamp"":{{timestamp_ms}},""quality"":1}"
5.2304711s,BMS/v1/PUB/Value/PowerMeter/PhaseCurrent/nvidia/titan/pod1C/rowE/rack05/C-E05-TAP-E1/current/phase3/value,"{""value"":43.01,""timestamp"":{{timestamp_ms}},""quality"":1}"
5.2307231s,BMS/v1/PUB/Value/PowerMeter/PhaseCurrent/nvidia/titan/pod1C/rowE/rack05/C-E05-TAP-E2/current/phase3/value,"{""value"":24.303,""timestamp"":{{timestamp_ms}},""quality"":1}"
5.2312429s,BMS/v1/PUB/Value/Rack/RackLiquidReturnTemperature/nvidia/titan/pod1C/rowE/rack04/energyValve/returnTemperature/feedback/value,"{""value"":46.9,""timestamp"":{{timestamp_ms}},""quality"":1}"
5.2320401s,BMS/v1/PUB/Value/PowerMeter/ActivePower/nvidia/titan/pod1C/C-E-BUS-E2/info/activePower/value,"{""value"":111.032,""timestamp"":{{timestamp_ms}},""quality"":1}"
5.2322991s,BMS/v1/PUB/Value/PowerMeter/ApparentPower/nvidia/titan/pod1C/rowE/rack05/C-E05-TAP-E2/power/apparentPower/value,"{""value"":19.406,""timestamp"":{{timestamp_ms}},""quality"":1}"
5.2328161s,BMS/v1/PUB/Value/PowerMeter/PhaseCurrent/nvidia/titan/pod1C/rowE/rack05/C-E05-TAP-E2/current/phase1/value,"{""value"":27.854,""timestamp"":{{timestamp_ms}},""quality"":1}"
5.2330921s,BMS/v1/PUB/Value/PowerMeter/ApparentPower/nvidia/titan/pod1C/C-E-BUS-E2/info/apparentPower/value,"{""value"":112.88,""timestamp"":{{timestamp_ms}},""quality"":1}"
5.2338311s,BMS/v1/PUB/Value/PowerMeter/Current/nvidia/titan/pod1C/rowE/rack05/C-E05-TAP-E2/current/current/value,"{""value"":28.807808,""timestamp"":{{timestamp_ms}},""quality"":1}"
5.234586s,BMS/v1/PUB/Value/PowerMeter/Voltage/nvidia/titan/pod1C/C-E-BUS-E1/info/voltage/voltage/value,"{""value"":408.29,""timestamp"":{{timestamp_ms}},""quality"":1}"
5.2365071s,BMS/v1/PUB/Value/Sensor/AirTemperature/nvidia/titan/pod1C/rowE/environment/hotAisle/temperature/temp01/feedback/value,"{""value"":28.579483,""timestamp"":{{timestamp_ms}},""quality"":1}"
5.4071101s,BMS/v1/PUB/Value/PowerMeter/PhaseCurrent/nvidia/titan/pod1C/rowE/rack05/C-E05-TAP-E1/current/phase2/value,"{""value"":42.901,""timestamp"":{{timestamp_ms}},""quality"":1}"
5.4082811s,BMS/v1/PUB/Value/PowerMeter/Voltage/nvidia/titan/pod1C/C-E-BUS-E2/info/voltage/voltage/value,"{""value"":408.47,""timestamp"":{{timestamp_ms}},""quality"":1}"
5.4085591s,BMS/v1/PUB/Value/Sensor/AirRelativeHumidity/nvidia/titan/pod1C/rowE/environment/coldAisle/relativeHumidity/rH01/feedback/value,"{""value"":32.347153,""timestamp"":{{timestamp_ms}},""quality"":1}"
5.4096941s,BMS/v1/PUB/Value/Sensor/AirTemperature/nvidia/titan/pod1C/rowE/environment/coldAisle/temperature/temp01/feedback/value,"{""value"":26.40577,""timestamp"":{{timestamp_ms}},""quality"":1}"
5.4123111s,BMS/v1/PUB/Value/Rack/RackLiquidSupplyTemperature/nvidia/titan/pod1C/rowE/rack06/energyValve/supplyTemperature/feedback/value,"{""value"":33.03,""timestamp"":{{timestamp_ms}},""quality"":1}"
5.4130271s,BMS/v1/PUB/Value/PowerMeter/ApparentPower/nvidia/titan/pod1C/rowE/rack05/C-E05-TAP-E1/power/apparentPower/value,"{""value"":29.211,""timestamp"":{{timestamp_ms}},""quality"":1}"
5.4319563s,BMS/v1/PUB/Value/Rack/RackLiquidReturnTemperature/nvidia/titan/pod1C/rowE/rack06/energyValve/returnTemperature/feedback/value,"{""value"":43.27,""timestamp"":{{timestamp_ms}},""quality"":1}"
5.4331581s,BMS/v1/PUB/Value/Sensor/AirRelativeHumidity/nvidia/titan/pod1C/rowE/environment/hotAisle/relativeHumidity/rH02/feedback/value,"{""value"":29.931402,""timestamp"":{{timestamp_ms}},""quality"":1}"
5.4357101s,BMS/v1/PUB/Value/PowerMeter/Frequency/nvidia/titan/pod1C/C-E-BUS-E1/info/frequency/value,"{""value"":59.996,""timestamp"":{{timestamp_ms}},""quality"":1}"
5.4366901s,BMS/v1/PUB/Value/CDU/LiquidPressure/nvidia/titan/pod1C/C-F00-CDU-05/primary/inlet/pressure/feedback/value,"{""value"":287.5115,""timestamp"":{{timestamp_ms}},""quality"":1}"
5.4376852s,BMS/v1/PUB/Value/Rack/RackLiquidSupplyTemperature/nvidia/titan/pod1C/rowE/rack05/energyValve/supplyTemperature/feedback/value,"{""value"":32.8,""timestamp"":{{timestamp_ms}},""quality"":1}"
5.4389469s,BMS/v1/PUB/Value/PowerMeter/ActivePower/nvidia/titan/pod1C/C-E-BUS-E1/info/activePower/value,"{""value"":103.044,""timestamp"":{{timestamp_ms}},""quality"":1}"
5.4397311s,BMS/v1/PUB/Value/Sensor/AirDifferentialPressure/nvidia/titan/pod1C/rowE/environment/dp/dp01/feedback/value,"{""value"":0.026928514,""timestamp"":{{timestamp_ms}},""quality"":1}"
5.4404461s,BMS/v1/PUB/Value/PowerMeter/ApparentPower/nvidia/titan/pod1C/C-E-BUS-E1/info/apparentPower/value,"{""value"":104.654,""timestamp"":{{timestamp_ms}},""quality"":1}"
5.4426521s,BMS/v1/PUB/Value/PowerMeter/ActivePower/nvidia/titan/pod1C/rowE/rack05/C-E05-TAP-E1/power/activePower/value,"{""value"":28.744,""timestamp"":{{timestamp_ms}},""quality"":1}"
5.4428909s,BMS/v1/PUB/Value/PowerMeter/Current/nvidia/titan/pod1C/rowE/rack05/C-E05-TAP-E1/current/current/value,"{""value"":42.97203,""timestamp"":{{timestamp_ms}},""quality"":1}"
5.4443251s,BMS/v1/PUB/Value/Rack/RackLiquidDifferentialPressure/nvidia/titan/pod1C/rowE/rack02/energyValve/dp/feedback/value,"{""value"":190.01,""timestamp"":{{timestamp_ms}},""quality"":1}"
5.4452731s,BMS/v1/PUB/Value/PowerMeter/Current/nvidia/titan/pod1C/rowE/rack05/C-E05-TAP-E2/current/maxCurrent/value,"{""value"":33.514,""timestamp"":{{timestamp_ms}},""quality"":1}"
5.4459821s,BMS/v1/PUB/Value/PowerMeter/ActivePower/nvidia/titan/pod1C/rowE/rack05/C-E05-TAP-E2/power/activePower/value,"{""value"":19.091,""timestamp"":{{timestamp_ms}},""quality"":1}"
5.4466762s,BMS/v1/PUB/Value/Rack/RackLiquidReturnTemperature/nvidia/titan/pod1C/rowE/rack05/energyValve/returnTemperature/feedback/value,"{""value"":46.51,""timestamp"":{{timestamp_ms}},""quality"":1}"
5.4469301s,BMS/v1/PUB/Value/Rack/RackLiquidDifferentialPressure/nvidia/titan/pod1C/rowE/rack05/energyValve/dp/feedback/value,"{""value"":79.99,""timestamp"":{{timestamp_ms}},""quality"":1}"
5.4478651s,BMS/v1/PUB/Value/PowerMeter/Current/nvidia/titan/pod1C/rowE/rack05/C-E05-TAP-E1/current/maxCurrent/value,"{""value"":43.01,""timestamp"":{{timestamp_ms}},""quality"":1}"
5.4480801s,BMS/v1/PUB/Value/PowerMeter/PhaseCurrent/nvidia/titan/pod1C/rowE/rack05/C-E05-TAP-E2/current/phase2/value,"{""value"":33.514,""timestamp"":{{timestamp_ms}},""quality"":1}"
6.1440623s,BMS/v1/PUB/Value/Sensor/AirTemperature/nvidia/titan/pod1C/rowE/environment/coldAisle/temperature/temp02/feedback/value,"{""value"":24.664345,""timestamp"":{{timestamp_ms}},""quality"":1}"
6.1466011s,BMS/v1/PUB/Value/Sensor/AirRelativeHumidity/nvidia/titan/pod1C/rowE/environment/hotAisle/relativeHumidity/rH01/feedback/value,"{""value"":28.638554,""timestamp"":{{timestamp_ms}},""quality"":1}"
6.1474611s,BMS/v1/PUB/Value/Rack/RackLiquidFlow/nvidia/titan/pod1C/rowE/rack05/energyValve/flow/feedback/value,"{""value"":51.093,""timestamp"":{{timestamp_ms}},""quality"":1}"
6.1476609s,BMS/v1/PUB/Value/Rack/RackLiquidFlow/nvidia/titan/pod1C/rowE/rack06/energyValve/flow/feedback/value,"{""value"":51.232,""timestamp"":{{timestamp_ms}},""quality"":1}"
6.1480771s,BMS/v1/PUB/Value/Rack/RackLiquidFlow/nvidia/titan/pod1C/rowE/rack02/energyValve/flow/feedback/value,"{""value"":50.615,""timestamp"":{{timestamp_ms}},""quality"":1}"
6.1488952s,BMS/v1/PUB/Value/Rack/RackLiquidFlow/nvidia/titan/pod1C/rowE/rack03/energyValve/flow/feedback/value,"{""value"":50.098,""timestamp"":{{timestamp_ms}},""quality"":1}"
6.1491131s,BMS/v1/PUB/Value/Rack/RackLiquidFlow/nvidia/titan/pod1C/rowE/rack04/energyValve/flow/feedback/value,"{""value"":49.817,""timestamp"":{{timestamp_ms}},""quality"":1}"
6.1498161s,BMS/v1/PUB/Value/Rack/RackLiquidDifferentialPressure/nvidia/titan/pod1C/rowE/rack06/energyValve/dp/feedback/value,"{""value"":81.25,""timestamp"":{{timestamp_ms}},""quality"":1}"
6.149997s,BMS/v1/PUB/Value/Sensor/AirRelativeHumidity/nvidia/titan/pod1C/rowE/environment/coldAisle/relativeHumidity/rH02/feedback/value,"{""value"":35.970543,""timestamp"":{{timestamp_ms}},""quality"":1}"
6.152267s,BMS/v1/PUB/Value/PowerMeter/PhaseCurrent/nvidia/titan/pod1C/rowE/rack05/C-E05-TAP-E1/current/phase1/value,"{""value"":42.998,""timestamp"":{{timestamp_ms}},""quality"":1}"
6.152514s,BMS/v1/PUB/Value/PowerMeter/PhaseCurrent/nvidia/titan/pod1C/rowE/rack05/C-E05-TAP-E1/current/phase3/value,"{""value"":42.989,""timestamp"":{{timestamp_ms}},""quality"":1}"
6.1527361s,BMS/v1/PUB/Value/PowerMeter/PhaseCurrent/nvidia/titan/pod1C/rowE/rack05/C-E05-TAP-E2/current/phase3/value,"{""value"":24.293,""timestamp"":{{timestamp_ms}},""quality"":1}"
6.1532621s,BMS/v1/PUB/Value/Rack/RackLiquidReturnTemperature/nvidia/titan/pod1C/rowE/rack04/energyValve/returnTemperature/feedback/value,"{""value"":46.91,""timestamp"":{{timestamp_ms}},""quality"":1}"
6.1538851s,BMS/v1/PUB/Value/Rack/RackPower/nvidia/titan/pod1C/rowE/rack05/info/power/power/value,"{""value"":47.82,""timestamp"":{{timestamp_ms}},""quality"":1}"
6.1541261s,BMS/v1/PUB/Value/PowerMeter/ApparentPower/nvidia/titan/pod1C/rowE/rack05/C-E05-TAP-E2/power/apparentPower/value,"{""value"":19.402,""timestamp"":{{timestamp_ms}},""quality"":1}"
6.1545939s,BMS/v1/PUB/Value/PowerMeter/PhaseCurrent/nvidia/titan/pod1C/rowE/rack05/C-E05-TAP-E2/current/phase1/value,"{""value"":27.856,""timestamp"":{{timestamp_ms}},""quality"":1}"
6.1550171s,BMS/v1/PUB/Value/PowerMeter/ApparentPower/nvidia/titan/pod1C/C-E-BUS-E2/info/apparentPower/value,"{""value"":112.86,""timestamp"":{{timestamp_ms}},""quality"":1}"
6.1557653s,BMS/v1/PUB/Value/PowerMeter/Current/nvidia/titan/pod1C/rowE/rack05/C-E05-TAP-E2/current/current/value,"{""value"":28.806803,""timestamp"":{{timestamp_ms}},""quality"":1}"
6.1564091s,BMS/v1/PUB/Value/PowerMeter/Voltage/nvidia/titan/pod1C/C-E-BUS-E1/info/voltage/voltage/value,"{""value"":408.28,""timestamp"":{{timestamp_ms}},""quality"":1}"
6.1566141s,BMS/v1/PUB/Value/Rack/RackPower/nvidia/titan/pod1C/rowE/rack04/info/power/power/value,"{""value"":47.739,""timestamp"":{{timestamp_ms}},""quality"":1}"
6.158808s,BMS/v1/PUB/Value/Sensor/AirTemperature/nvidia/titan/pod1C/rowE/environment/hotAisle/temperature/temp01/feedback/value,"{""value"":28.580505,""timestamp"":{{timestamp_ms}},""quality"":1}"
6.3187501s,BMS/v1/PUB/Value/PowerMeter/PhaseCurrent/nvidia/titan/pod1C/C-E-BUS-E2/info/current/currentPhase2/value,"{""value"":159.247,""timestamp"":{{timestamp_ms}},""quality"":1}"
6.3201171s,BMS/v1/PUB/Value/PowerMeter/PhaseCurrent/nvidia/titan/pod1C/C-E-BUS-E2/info/current/currentPhase1/value,"{""value"":176.77,""timestamp"":{{timestamp_ms}},""quality"":1}"
6.3214581s,BMS/v1/PUB/Value/PowerMeter/PhaseCurrent/nvidia/titan/pod1C/rowE/rack05/C-E05-TAP-E1/current/phase2/value,"{""value"":42.894,""timestamp"":{{timestamp_ms}},""quality"":1}"
6.3237569s,BMS/v1/PUB/Value/PowerMeter/Voltage/nvidia/titan/pod1C/C-E-BUS-E2/info/voltage/voltage/value,"{""value"":408.37,""timestamp"":{{timestamp_ms}},""quality"":1}"
6.3241511s,BMS/v1/PUB/Value/Sensor/AirRelativeHumidity/nvidia/titan/pod1C/rowE/environment/coldAisle/relativeHumidity/rH01/feedback/value,"{""value"":32.34649,""timestamp"":{{timestamp_ms}},""quality"":1}"
6.3260371s,BMS/v1/PUB/Value/Sensor/AirTemperature/nvidia/titan/pod1C/rowE/environment/coldAisle/temperature/temp01/feedback/value,"{""value"":26.405983,""timestamp"":{{timestamp_ms}},""quality"":1}"
6.3298341s,BMS/v1/PUB/Value/Rack/RackLiquidSupplyTemperature/nvidia/titan/pod1C/rowE/rack06/energyValve/supplyTemperature/feedback/value,"{""value"":33.01,""timestamp"":{{timestamp_ms}},""quality"":1}"
6.3301422s,BMS/v1/PUB/Value/PowerMeter/ApparentPower/nvidia/titan/pod1C/rowE/rack05/C-E05-TAP-E1/power/apparentPower/value,"{""value"":29.196,""timestamp"":{{timestamp_ms}},""quality"":1}"
6.3312261s,BMS/v1/PUB/Value/CDU/LiquidPressure/nvidia/titan/pod1C/C-F00-CDU-05/primary/outlet/pressure/feedback/value,"{""value"":195.81119,""timestamp"":{{timestamp_ms}},""quality"":1}"
6.3315861s,BMS/v1/PUB/Value/PowerMeter/Current/nvidia/titan/pod1C/C-E-BUS-E2/info/current/maxCurrent/value,"{""value"":176.81999,""timestamp"":{{timestamp_ms}},""quality"":1}"
6.332865s,BMS/v1/PUB/Value/Rack/RackPower/nvidia/titan/pod1C/rowE/rack03/info/power/power/value,"{""value"":46.896,""timestamp"":{{timestamp_ms}},""quality"":1}"
6.3337041s,BMS/v1/PUB/Value/PowerMeter/Current/nvidia/titan/pod1C/C-E-BUS-E2/info/current/current/value,"{""value"":176.77,""timestamp"":{{timestamp_ms}},""quality"":1}"
6.3339471s,BMS/v1/PUB/Value/Sensor/AirTemperature/nvidia/titan/pod1C/rowE/environment/hotAisle/temperature/temp02/feedback/value,"{""value"":27.728111,""timestamp"":{{timestamp_ms}},""quality"":1}"
6.3356361s,BMS/v1/PUB/Value/PowerMeter/Frequency/nvidia/titan/pod1C/C-E-BUS-E2/info/frequency/value,"{""value"":59.996,""timestamp"":{{timestamp_ms}},""quality"":1}"
6.3389491s,BMS/v1/PUB/Value/Rack/RackPower/nvidia/titan/pod1C/rowE/rack02/info/power/power/value,"{""value"":35.193,""timestamp"":{{timestamp_ms}},""quality"":1}"
6.3405642s,BMS/v1/PUB/Value/PowerMeter/PhaseCurrent/nvidia/titan/pod1C/C-E-BUS-E1/info/current/currentPhase2/value,"{""value"":147.42801,""timestamp"":{{timestamp_ms}},""quality"":1}"
6.3412111s,BMS/v1/PUB/Value/PowerMeter/ActivePower/nvidia/titan/pod1C/C-E-BUS-E1/info/activePower/value,"{""value"":102.987,""timestamp"":{{timestamp_ms}},""quality"":1}"
6.3433189s,BMS/v1/PUB/Value/PowerMeter/PhaseCurrent/nvidia/titan/pod1C/C-E-BUS-E2/info/current/currentPhase3/value,"{""value"":162.211,""timestamp"":{{timestamp_ms}},""quality"":1}"
6.3447321s,BMS/v1/PUB/Value/PowerMeter/ActivePower/nvidia/titan/pod1C/rowE/rack05/C-E05-TAP-E1/power/activePower/value,"{""value"":28.729,""timestamp"":{{timestamp_ms}},""quality"":1}"
6.3450999s,BMS/v1/PUB/Value/PowerMeter/Current/nvidia/titan/pod1C/rowE/rack05/C-E05-TAP-E1/current/current/value,"{""value"":42.960358,""timestamp"":{{timestamp_ms}},""quality"":1}"
6.3470141s,BMS/v1/PUB/Value/Sensor/Sound/nvidia/titan/pod1C/rowE/environment/coldAisle/sound/sound01/feedback/value,"{""value"":66.00005,""timestamp"":{{timestamp_ms}},""quality"":1}"
6.3478839s,BMS/v1/PUB/Value/Rack/RackPower/nvidia/titan/pod1C/rowE/rack06/info/power/power/value,"{""value"":36.269,""timestamp"":{{timestamp_ms}},""quality"":1}"
6.3484289s,BMS/v1/PUB/Value/PowerMeter/Current/nvidia/titan/pod1C/rowE/rack05/C-E05-TAP-E2/current/maxCurrent/value,"{""value"":33.517,""timestamp"":{{timestamp_ms}},""quality"":1}"
6.3491859s,BMS/v1/PUB/Value/PowerMeter/ActivePower/nvidia/titan/pod1C/rowE/rack05/C-E05-TAP-E2/power/activePower/value,"{""value"":19.09,""timestamp"":{{timestamp_ms}},""quality"":1}"
6.350369s,BMS/v1/PUB/Value/Rack/RackLiquidSupplyTemperature/nvidia/titan/pod1C/rowE/rack04/energyValve/supplyTemperature/feedback/value,"{""value"":33.02,""timestamp"":{{timestamp_ms}},""quality"":1}"
6.351331s,BMS/v1/PUB/Value/PowerMeter/Current/nvidia/titan/pod1C/rowE/rack05/C-E05-TAP-E1/current/maxCurrent/value,"{""value"":42.998,""timestamp"":{{timestamp_ms}},""quality"":1}"
6.351609s,BMS/v1/PUB/Value/PowerMeter/PhaseCurrent/nvidia/titan/pod1C/rowE/rack05/C-E05-TAP-E2/current/phase2/value,"{""value"":33.517,""timestamp"":{{timestamp_ms}},""quality"":1}"
6.3528691s,BMS/v1/PUB/Value/Rack/RackLiquidDifferentialPressure/nvidia/titan/pod1C/rowE/rack04/energyValve/dp/feedback/value,"{""value"":78.81,""timestamp"":{{timestamp_ms}},""quality"":1}"
6.3532321s,BMS/v1/PUB/Value/Rack/RackPower/nvidia/titan/pod1C/rowE/rack01/info/power/power/value,"{""value"":0.095,""timestamp"":{{timestamp_ms}},""quality"":1}"
6.3535123s,BMS/v1/PUB/Value/PowerMeter/PhaseCurrent/nvidia/titan/pod1C/C-E-BUS-E1/info/current/currentPhase1/value,"{""value"":152.533,""timestamp"":{{timestamp_ms}},""quality"":1}"
7.1450453s,BMS/v1/PUB/Value/Sensor/AirTemperature/nvidia/titan/pod1C/rowE/environment/coldAisle/temperature/temp02/feedback/value,"{""value"":24.66468,""timestamp"":{{timestamp_ms}},""quality"":1}"
7.1475001s,BMS/v1/PUB/Value/Rack/RackLiquidDifferentialPressure/nvidia/titan/pod1C/rowE/rack03/energyValve/dp/feedback/value,"{""value"":78.9,""timestamp"":{{timestamp_ms}},""quality"":1}"
7.1493113s,BMS/v1/PUB/Value/Sensor/AirRelativeHumidity/nvidia/titan/pod1C/rowE/environment/hotAisle/relativeHumidity/rH01/feedback/value,"{""value"":28.634024,""timestamp"":{{timestamp_ms}},""quality"":1}"
7.1508581s,BMS/v1/PUB/Value/Rack/RackLiquidFlow/nvidia/titan/pod1C/rowE/rack05/energyValve/flow/feedback/value,"{""value"":51.178,""timestamp"":{{timestamp_ms}},""quality"":1}"
7.1511421s,BMS/v1/PUB/Value/Rack/RackLiquidFlow/nvidia/titan/pod1C/rowE/rack06/energyValve/flow/feedback/value,"{""value"":51.19,""timestamp"":{{timestamp_ms}},""quality"":1}"
7.1517251s,BMS/v1/PUB/Value/Rack/RackLiquidFlow/nvidia/titan/pod1C/rowE/rack02/energyValve/flow/feedback/value,"{""value"":50.743,""timestamp"":{{timestamp_ms}},""quality"":1}"
7.152823s,BMS/v1/PUB/Value/Rack/RackLiquidFlow/nvidia/titan/pod1C/rowE/rack03/energyValve/flow/feedback/value,"{""value"":50.228,""timestamp"":{{timestamp_ms}},""quality"":1}"
